ID,Match Date,Kick-off Time,Competition
9644,27/04/2019,13:00,2. Bundesliga
10918,27/04/2019,16:00,League One
10973,27/04/2019,16:00,League One
10922,27/04/2019,16:00,League One
11507,27/04/2019,16:00,League Two
10919,27/04/2019,16:00,League One
12383,27/04/2019,16:30,Primeira Liga
18901,27/04/2019,16:15,Segunda DivisiÃ³n
47758,27/04/2019,18:00,Ekstraklasa
18865,27/04/2019,18:00,Segunda DivisiÃ³n
18859,27/04/2019,18:00,Segunda DivisiÃ³n
12458,27/04/2019,19:00,Primeira Liga
10234,27/04/2019,20:30,Championship
13128,27/04/2019,20:45,La Liga
11823,27/04/2019,18:30,Premier League
12699,27/04/2019,20:30,Serie A
47747,27/04/2019,17:00,Bundesliga
13127,27/04/2019,16:15,La Liga
11825,27/04/2019,16:00,Premier League
13488,27/04/2019,15:30,1. Bundesliga
13483,27/04/2019,15:30,1. Bundesliga
11831,27/04/2019,16:00,Premier League
13487,27/04/2019,15:30,1. Bundesliga
47757,27/04/2019,17:00,Bundesliga
13320,27/04/2019,15:30,1. Bundesliga
13133,27/04/2019,18:30,La Liga
10220,27/04/2019,16:00,Championship
13485,27/04/2019,15:30,1. Bundesliga
10202,27/04/2019,16:00,Championship
13132,27/04/2019,13:00,La Liga
47754,27/04/2019,13:30,Premiership
12701,27/04/2019,15:00,Serie A
10200,27/04/2019,16:00,Championship
10206,27/04/2019,16:00,Championship
12700,27/04/2019,18:00,Serie A
47751,27/04/2019,16:00,Premiership
10210,27/04/2019,18:15,Championship
10207,27/04/2019,16:00,Championship
10204,27/04/2019,16:00,Championship
10199,27/04/2019,16:00,Championship
10205,27/04/2019,16:00,Championship
10203,27/04/2019,14:30,Championship
47755,27/04/2019,17:00,Bundesliga
11830,27/04/2019,16:00,Premier League
47746,27/04/2019,20:30,First Division A
47743,27/04/2019,20:30,Ekstraklasa
47749,27/04/2019,16:00,Premiership
47750,27/04/2019,16:00,Premiership
10921,27/04/2019,16:00,League One
9279,27/04/2019,15:00,Ligue 2
11558,27/04/2019,13:30,Premier League
11499,27/04/2019,16:00,League Two
11503,27/04/2019,16:00,League Two
11500,27/04/2019,16:00,League Two
48882,28/04/2019,21:00,Brazil - Seria A
48869,28/04/2019,16:00,Brazil - Seria A
48866,28/04/2019,00:00,Brazil - Seria A
48900,28/04/2019,21:00,Brazil - Seria A
49545,28/04/2019,00:00,Primera A
49546,28/04/2019,01:00,Primera A
49547,28/04/2019,21:00,Primera A
49548,28/04/2019,23:00,Primera A
49558,28/04/2019,03:00,Primera A
49028,28/04/2019,02:00,Brazil - Seria A
49830,28/04/2019,15:00,Allsvenskan
49831,28/04/2019,15:00,Allsvenskan
49832,28/04/2019,17:30,Allsvenskan
48867,28/04/2019,00:00,Brazil - Seria A
48928,28/04/2019,21:00,Brazil - Seria A
47933,28/04/2019,19:00,NWSL
47941,28/04/2019,14:00,Superliga
10974,28/04/2019,16:00,League One
12381,28/04/2019,21:00,Primeira Liga
47943,28/04/2019,18:00,First Division A
46290,28/04/2019,21:30,MLS
47939,28/04/2019,15:00,UEFA Women's Champions League
15830,28/04/2019,16:00,Women's Super League
15834,28/04/2019,15:00,Women's Super League
47957,28/04/2019,18:00,Superliga
9647,28/04/2019,13:30,2. Bundesliga
47961,28/04/2019,12:00,UEFA Women's Champions League
47959,28/04/2019,16:00,Superliga
15844,28/04/2019,15:00,Women's Super League
47965,28/04/2019,13:00,Ekstraklasa
9645,28/04/2019,13:30,2. Bundesliga
13131,28/04/2019,20:45,La Liga
47945,28/04/2019,17:00,Bundesliga
18877,28/04/2019,18:00,Segunda DivisiÃ³n
18864,28/04/2019,12:00,Segunda DivisiÃ³n
12379,28/04/2019,16:00,Primeira Liga
12703,28/04/2019,20:30,Serie A
46273,28/04/2019,19:30,MLS
47947,28/04/2019,16:00,Premiership
47963,28/04/2019,15:30,Ekstraklasa
47951,28/04/2019,14:30,Bundesliga
46319,28/04/2019,18:30,MLS
18866,28/04/2019,16:00,Segunda DivisiÃ³n
18855,28/04/2019,18:00,Segunda DivisiÃ³n
12380,28/04/2019,16:00,Primeira Liga
46272,28/04/2019,02:30,MLS
9642,28/04/2019,13:30,2. Bundesliga
13489,28/04/2019,18:00,1. Bundesliga
46271,28/04/2019,02:30,MLS
18863,28/04/2019,21:00,Segunda DivisiÃ³n
46376,28/04/2019,01:00,MLS
12404,28/04/2019,18:30,Primeira Liga
13858,28/04/2019,21:00,Ligue 1
11827,28/04/2019,13:00,Premier League
13135,28/04/2019,16:15,La Liga
11824,28/04/2019,15:05,Premier League
12702,28/04/2019,15:00,Serie A
13136,28/04/2019,18:30,La Liga
12827,28/04/2019,18:00,Serie A
13482,28/04/2019,15:30,1. Bundesliga
13857,28/04/2019,15:00,Ligue 1
13134,28/04/2019,12:00,La Liga
12704,28/04/2019,12:30,Serie A
13854,28/04/2019,15:00,Ligue 1
13841,28/04/2019,15:00,Ligue 1
13856,28/04/2019,15:00,Ligue 1
13862,28/04/2019,17:00,Ligue 1
46291,28/04/2019,00:00,MLS
47949,28/04/2019,13:15,Premiership
47953,28/04/2019,14:30,Bundesliga
11829,28/04/2019,17:30,Premier League
18883,28/04/2019,20:00,Segunda DivisiÃ³n
47935,28/04/2019,01:30,NWSL
47937,28/04/2019,18:00,Ekstraklasa
47955,28/04/2019,14:00,Superliga
10201,28/04/2019,13:00,Championship
15819,28/04/2019,13:15,Women's Super League
15818,28/04/2019,15:00,Women's Super League
12705,28/04/2019,15:00,Serie A
13130,28/04/2019,14:00,La Liga
13860,28/04/2019,15:00,Ligue 1
48890,29/04/2019,00:00,Brazil - Seria A
48936,29/04/2019,00:00,Brazil - Seria A
49550,29/04/2019,01:00,Primera A
49549,29/04/2019,00:00,Primera A
49551,29/04/2019,03:00,Primera A
49432,29/04/2019,01:00,Liga MX
49804,29/04/2019,19:00,Allsvenskan
49813,29/04/2019,19:00,Allsvenskan
49848,29/04/2019,19:00,Allsvenskan
49758,29/04/2019,19:00,Allsvenskan
15540,29/04/2019,20:00,Eredivisie
48140,29/04/2019,00:00,NWSL
48138,29/04/2019,00:00,NWSL
48144,29/04/2019,18:00,Ekstraklasa
9282,29/04/2019,20:45,Ligue 2
9641,29/04/2019,20:30,2. Bundesliga
46292,29/04/2019,02:00,MLS
12706,29/04/2019,21:00,Serie A
48147,29/04/2019,19:00,Superliga
13129,29/04/2019,21:00,La Liga
17063,29/04/2019,20:00,Eerste Divisie
12707,29/04/2019,19:00,Serie A
48497,30/04/2019,21:00,UEFA Champions League
13859,30/04/2019,19:00,Ligue 1
10854,30/04/2019,20:45,League One
10137,30/04/2019,20:45,Championship
10869,30/04/2019,20:45,League One
11504,30/04/2019,20:45,League Two
11439,30/04/2019,20:45,League Two
